Name,Tx,Ty,Tz,R11,R12,R13,R21,R22,R23,R31,R32,R33
img_815,-0.008139,0.013618,0.319334,0.857458,0.39785,0.326315,0.495054,-0.464923,-0.734008,-0.140314,0.790925,-0.595609
img_816,0.014345,0.003798,0.319383,-0.995349,-0.073204,0.062615,0,0.650003,0.759932,-0.09633,0.756398,-0.64698
img_817,0.014322,-0.003883,0.319383,-0.861998,0.261605,0.434192,0.497675,0.599521,0.626813,-0.09633,0.756398,-0.64698
img_818,0.010462,-0.010524,0.319383,-0.497675,0.526317,0.689427,0.861998,0.388398,0.32574,-0.09633,0.756398,-0.64698
img_819,0.003798,-0.014345,0.319383,0,0.650003,0.759932,0.995349,0.073204,-0.062615,-0.09633,0.756398,-0.64698
img_820,-0.003883,-0.014322,0.319383,0.497675,0.599521,0.626813,0.861998,-0.261605,-0.434192,-0.09633,0.756398,-0.64698
img_821,-0.010524,-0.010462,0.319383,0.861998,0.388398,0.32574,0.497675,-0.526317,-0.689427,-0.09633,0.756398,-0.64698
img_822,0.012125,-0.002226,0.31949,-0.994657,-0.079717,0.065601,0,0.635424,0.772163,-0.103239,0.768037,-0.632029
img_823,0.009388,-0.00799,0.31949,-0.861398,0.248675,0.442893,0.497328,0.590152,0.635913,-0.103239,0.768037,-0.632029
img_824,0.004135,-0.011614,0.31949,-0.497328,0.510435,0.701513,0.861398,0.386749,0.32927,-0.103239,0.768037,-0.632029
img_825,-0.002226,-0.012125,0.31949,0,0.635424,0.772163,0.994657,0.079717,-0.065601,-0.103239,0.768037,-0.632029
img_826,-0.00799,-0.009388,0.31949,0.497328,0.590152,0.635913,0.861398,-0.248675,-0.442893,-0.103239,0.768037,-0.632029
img_827,-0.011614,-0.004135,0.31949,0.861398,0.386749,0.32927,0.497328,-0.510435,-0.701513,-0.103239,0.768037,-0.632029
img_828,0.009763,-0.010702,0.319399,-0.993859,-0.087292,0.067996,0,0.614515,0.788905,-0.11065,0.784061,-0.610742
img_829,0.003104,-0.01415,0.319399,-0.860708,0.23166,0.453339,0.49693,0.575832,0.649214,-0.11065,0.784061,-0.610742
img_830,-0.004387,-0.013806,0.319399,-0.49693,0.48854,0.71721,0.860708,0.382855,0.335566,-0.11065,0.784061,-0.610742
img_831,-0.010702,-0.009763,0.319399,0,0.614515,0.788905,0.993859,0.087292,-0.067996,-0.11065,0.784061,-0.610742
img_832,-0.01415,-0.003104,0.319399,0.49693,0.575832,0.649214,0.860708,-0.23166,-0.453339,-0.11065,0.784061,-0.610742
img_833,-0.013806,0.004387,0.319399,0.860708,0.382855,0.335566,0.49693,-0.48854,-0.71721,-0.11065,0.784061,-0.610742
img_834,-0.03451,0.002655,0.317849,-0.969034,-0.188227,0.159825,0,0.647253,0.762275,-0.246928,0.73867,-0.62721
img_835,-0.028559,0.019554,0.317849,-0.839208,0.160617,0.51955,0.484517,0.654651,0.580237,-0.246928,0.73867,-0.62721
img_836,-0.014956,0.031214,0.317849,-0.484517,0.466424,0.740062,0.839208,0.486636,0.242725,-0.246928,0.73867,-0.62721
img_837,0.002655,0.03451,0.317849,0,0.647253,0.762275,0.969034,0.188227,-0.159825,-0.246928,0.73867,-0.62721
img_838,0.019554,0.028559,0.317849,0.484517,0.654651,0.580237,0.839208,-0.160617,-0.51955,-0.246928,0.73867,-0.62721
img_839,0.031214,0.014956,0.317849,0.839208,0.486636,0.242725,0.484517,-0.466424,-0.740062,-0.246928,0.73867,-0.62721
img_840,-0.016557,-0.015225,0.318936,-0.98136,-0.153283,0.115916,0,0.603171,0.797612,-0.192178,0.782745,-0.591928
img_841,-0.021951,-0.004907,0.318936,-0.849883,0.168838,0.499192,0.49068,0.599003,0.632794,-0.192178,0.782745,-0.591928
img_842,-0.021464,0.006726,0.318936,-0.49068,0.44572,0.74871,0.849883,0.434333,0.29842,-0.192178,0.782745,-0.591928
img_843,-0.015225,0.016557,0.318936,0,0.603171,0.797612,0.98136,0.153283,-0.115916,-0.192178,0.782745,-0.591928
img_844,-0.004907,0.021951,0.318936,0.49068,0.599003,0.632794,0.849883,-0.168838,-0.499192,-0.192178,0.782745,-0.591928
img_845,0.006726,0.021464,0.318936,0.849883,0.434333,0.29842,0.49068,-0.44572,-0.74871,-0.192178,0.782745,-0.591928
img_846,0.028068,0.0022,0.318486,-0.998572,-0.040777,0.034523,0,0.646157,0.763205,-0.053428,0.762114,-0.645234
img_847,0.025408,-0.012129,0.318486,-0.864788,0.287765,0.4115,0.499286,0.579977,0.643693,-0.053428,0.762114,-0.645234
img_848,0.015939,-0.023208,0.318486,-0.499286,0.5392,0.678216,0.864788,0.358392,0.351704,-0.053428,0.762114,-0.645234
img_849,0.0022,-0.028068,0.318486,0,0.646157,0.763205,0.998572,0.040777,-0.034523,-0.053428,0.762114,-0.645234
img_850,-0.012129,-0.025408,0.318486,0.499286,0.579977,0.643693,0.864788,-0.287765,-0.4115,-0.053428,0.762114,-0.645234
img_851,-0.023208,-0.015939,0.318486,0.864788,0.358392,0.351704,0.499286,-0.5392,-0.678216,-0.053428,0.762114,-0.645234
img_852,-0.022484,0.019575,0.318335,-0.977584,-0.152979,0.144664,0,0.687085,0.726577,-0.210548,0.71029,-0.671683
img_853,-0.009684,0.028195,0.318335,-0.846612,0.211059,0.488571,0.488792,0.671523,0.556902,-0.210548,0.71029,-0.671683
img_854,0.00571,0.02926,0.318335,-0.488792,0.518543,0.701566,0.846612,0.476026,0.238006,-0.210548,0.71029,-0.671683
img_855,0.019575,0.022484,0.318335,0,0.687085,0.726577,0.977584,0.152979,-0.144664,-0.210548,0.71029,-0.671683
img_856,0.028195,0.009684,0.318335,0.488792,0.671523,0.556902,0.846612,-0.211059,-0.488571,-0.210548,0.71029,-0.671683
img_857,0.02926,-0.00571,0.318335,0.846612,0.476026,0.238006,0.488792,-0.518543,-0.701566,-0.210548,0.71029,-0.671683
img_858,0.015219,0.001998,0.319359,-0.99561,-0.071475,0.060435,0,0.645669,0.763617,-0.0936,0.760265,-0.642835
img_859,0.014179,-0.00588,0.319359,-0.862223,0.260936,0.434147,0.497805,0.594903,0.631094,-0.0936,0.760265,-0.642835
img_860,0.00934,-0.012181,0.319359,-0.497805,0.523429,0.691529,0.862223,0.384734,0.32947,-0.0936,0.760265,-0.642835
img_861,0.001998,-0.015219,0.319359,0,0.645669,0.763617,0.99561,0.071475,-0.060435,-0.0936,0.760265,-0.642835
img_862,-0.00588,-0.014179,0.319359,0.497805,0.594903,0.631094,0.862223,-0.260936,-0.434147,-0.0936,0.760265,-0.642835
img_863,-0.012181,-0.00934,0.319359,0.862223,0.384734,0.32947,0.497805,-0.523429,-0.691529,-0.0936,0.760265,-0.642835
img_864,-0.002174,0.004329,0.319691,-0.989043,-0.112023,0.096144,0,0.651277,0.75884,-0.147624,0.750526,-0.644141
img_865,0.000282,0.004836,0.319691,-0.856537,0.228623,0.462684,0.494522,0.620034,0.609103,-0.147624,0.750526,-0.644141
img_866,0.002662,0.004047,0.319691,-0.494522,0.508011,0.705247,0.856537,0.422653,0.296157,-0.147624,0.750526,-0.644141
img_867,0.004329,0.002174,0.319691,0,0.651277,0.75884,0.989043,0.112023,-0.096144,-0.147624,0.750526,-0.644141
img_868,0.004836,-0.000282,0.319691,0.494522,0.620034,0.609103,0.856537,-0.228623,-0.462684,-0.147624,0.750526,-0.644141
img_869,0.004047,-0.002662,0.319691,0.856537,0.422653,0.296157,0.494522,-0.508011,-0.705247,-0.147624,0.750526,-0.644141
img_870,-0.039068,-0.000952,0.31733,-0.965392,-0.200714,0.166529,0,0.638526,0.7696,-0.260803,0.742966,-0.616428
img_871,-0.03431,0.01871,0.31733,-0.836054,0.14544,0.529019,0.482696,0.653337,0.583229,-0.260803,0.742966,-0.616428
img_872,-0.020359,0.033358,0.31733,-0.482696,0.452623,0.749758,0.836054,0.493086,0.240581,-0.260803,0.742966,-0.616428
img_873,-0.000952,0.039068,0.31733,0,0.638526,0.7696,0.965392,0.200714,-0.166529,-0.260803,0.742966,-0.616428
img_874,0.01871,0.03431,0.31733,0.482696,0.653337,0.583229,0.836054,-0.14544,-0.529019,-0.260803,0.742966,-0.616428
img_875,0.033358,0.020359,0.31733,0.836054,0.493086,0.240581,0.482696,-0.452623,-0.749758,-0.260803,0.742966,-0.616428
img_876,-0.028216,-0.002245,0.318472,-0.973729,-0.175837,0.144681,0,0.635378,0.772202,-0.227709,0.751915,-0.618686
img_877,-0.025558,0.012164,0.318472,-0.843274,0.165409,0.511398,0.486865,0.638172,0.596405,-0.227709,0.751915,-0.618686
img_878,-0.016052,0.023313,0.318472,-0.486865,0.462335,0.741087,0.843274,0.469969,0.260803,-0.227709,0.751915,-0.618686
img_879,-0.002245,0.028216,0.318472,0,0.635378,0.772202,0.973729,0.175837,-0.144681,-0.227709,0.751915,-0.618686
img_880,0.012164,0.025558,0.318472,0.486865,0.638172,0.596405,0.843274,-0.165409,-0.511398,-0.227709,0.751915,-0.618686
img_881,0.023313,0.016052,0.318472,0.843274,0.469969,0.260803,0.486865,-0.462335,-0.741087,-0.227709,0.751915,-0.618686
img_882,0.015767,-0.016139,0.318931,-0.995758,-0.073548,0.055285,0,0.600864,0.799352,-0.092009,0.795961,-0.598315
img_883,0.005585,-0.02186,0.318931,-0.862352,0.236738,0.447554,0.497879,0.557137,0.664616,-0.092009,0.795961,-0.598315
img_884,-0.006093,-0.021724,0.318931,-0.497879,0.483589,0.719901,0.862352,0.364126,0.351798,-0.092009,0.795961,-0.598315
img_885,-0.016139,-0.015767,0.318931,0,0.600864,0.799352,0.995758,0.073548,-0.055285,-0.092009,0.795961,-0.598315
img_886,-0.02186,-0.005585,0.318931,0.497879,0.557137,0.664616,0.862352,-0.236738,-0.447554,-0.092009,0.795961,-0.598315
img_887,-0.021724,0.006093,0.318931,0.862352,0.364126,0.351798,0.497879,-0.483589,-0.719901,-0.092009,0.795961,-0.598315
img_888,-0.009029,-0.002479,0.319591,-0.985652,-0.13042,0.107149,0,0.634806,0.772672,-0.168791,0.761585,-0.625698
img_889,-0.009059,0.002368,0.319591,-0.8536,0.204456,0.47913,0.492826,0.614968,0.615579,-0.168791,0.761585,-0.625698
img_890,-0.006661,0.00658,0.319591,-0.492826,0.484548,0.722728,0.8536,0.43035,0.293542,-0.168791,0.761585,-0.625698
img_891,-0.002479,0.009029,0.319591,0,0.634806,0.772672,0.985652,0.13042,-0.107149,-0.168791,0.761585,-0.625698
img_892,0.002368,0.009059,0.319591,0.492826,0.614968,0.615579,0.8536,-0.204456,-0.47913,-0.168791,0.761585,-0.625698
img_893,0.00658,0.006661,0.319591,0.8536,0.43035,0.293542,0.492826,-0.484548,-0.722728,-0.168791,0.761585,-0.625698
img_894,-0.034368,-0.013651,0.317582,-0.96909,-0.196034,0.149785,0,0.607134,0.7946,-0.246708,0.770038,-0.588367
img_895,-0.036589,0.005362,0.317582,-0.839256,0.133796,0.527017,0.484545,0.62381,0.613251,-0.246708,0.770038,-0.588367
img_896,-0.029006,0.022938,0.317582,-0.484545,0.427776,0.763036,0.839256,0.473337,0.267582,-0.246708,0.770038,-0.588367
img_897,-0.013651,0.034368,0.317582,0,0.607134,0.7946,0.96909,0.196034,-0.149785,-0.246708,0.770038,-0.588367
img_898,0.005362,0.036589,0.317582,0.484545,0.62381,0.613251,0.839256,-0.133796,-0.527017,-0.246708,0.770038,-0.588367
img_899,0.022938,0.029006,0.317582,0.839256,0.473337,0.267582,0.484545,-0.427776,-0.763036,-0.246708,0.770038,-0.588367
img_900,-0.028604,0.011274,0.252309,0.016194,-0.997926,-0.062309,-0.967847,0,-0.251538,0.251017,0.064379,-0.96584
img_901,-0.019135,0.024065,0.252309,-0.469899,-0.864229,-0.17973,-0.846277,0.498963,-0.186684,0.251017,0.064379,-0.96584
img_902,-0.004539,0.030409,0.252309,-0.830083,-0.498963,-0.248993,-0.497948,0.864229,-0.071808,0.251017,0.064379,-0.96584
img_903,0.011274,0.028604,0.252309,-0.967847,0,-0.251538,-0.016194,0.997926,0.062309,0.251017,0.064379,-0.96584
img_904,0.024065,0.019135,0.252309,-0.846277,0.498963,-0.186684,0.469899,0.864229,0.17973,0.251017,0.064379,-0.96584
img_905,0.030409,0.004539,0.252309,-0.497948,0.864229,-0.071808,0.830083,0.498963,0.248993,0.251017,0.064379,-0.96584
img_906,-0.022455,-0.012007,0.252897,0.014229,-0.996062,-0.08751,-0.987037,0,-0.16049,0.159858,0.08866,-0.983151
img_907,-0.02545,0.000829,0.252897,-0.481196,-0.862615,-0.156031,-0.861914,0.498031,-0.095233,0.159858,0.08866,-0.983151
img_908,-0.021626,0.013443,0.252897,-0.847685,-0.498031,-0.182744,-0.505841,0.862615,-0.004459,0.159858,0.08866,-0.983151
img_909,-0.012007,0.022455,0.252897,-0.987037,0,-0.16049,-0.014229,0.996062,0.08751,0.159858,0.08866,-0.983151
img_910,0.000829,0.02545,0.252897,-0.861914,0.498031,-0.095233,0.481196,0.862615,0.156031,0.159858,0.08866,-0.983151
img_911,0.013443,0.021626,0.252897,-0.505841,0.862615,-0.004459,0.847685,0.498031,0.182744,0.159858,0.08866,-0.983151
img_912,-0.011898,0.002701,0.253883,0.028357,-0.991521,-0.126813,-0.975899,0,-0.218222,0.216372,0.129945,-0.967625
img_913,-0.008954,0.008289,0.253883,-0.463392,-0.858683,-0.218935,-0.859332,0.495761,-0.12558,0.216372,0.129945,-0.967625
img_914,-0.00361,0.011655,0.253883,-0.830975,-0.495761,-0.252393,-0.512507,0.858683,0.000712,0.216372,0.129945,-0.967625
img_915,0.002701,0.011898,0.253883,-0.975899,0,-0.218222,-0.028357,0.991521,0.126813,0.216372,0.129945,-0.967625
img_916,0.008289,0.008954,0.253883,-0.859332,0.495761,-0.12558,0.463392,0.858683,0.218935,0.216372,0.129945,-0.967625
img_917,0.011655,0.00361,0.253883,-0.512507,0.858683,0.000712,0.830975,0.495761,0.252393,0.216372,0.129945,-0.967625
img_918,-0.00674,0.03212,0.252048,0.050149,-0.988494,-0.142708,-0.943443,0,-0.331535,0.32772,0.151263,-0.932587
img_919,0.010223,0.031187,0.252048,-0.428291,-0.856061,-0.289356,-0.84212,0.494247,-0.215764,0.32772,0.151263,-0.932587
img_920,0.024447,0.021897,0.252048,-0.791971,-0.494247,-0.358471,-0.515152,0.856061,-0.042179,0.32772,0.151263,-0.932587
img_921,0.03212,0.00674,0.252048,-0.943443,0,-0.331535,-0.050149,0.988494,0.142708,0.32772,0.151263,-0.932587
img_922,0.031187,-0.010223,0.252048,-0.84212,0.494247,-0.215764,0.428291,0.856061,0.289356,0.32772,0.151263,-0.932587
img_923,0.021897,-0.024447,0.252048,-0.515152,0.856061,-0.042179,0.791971,0.494247,0.358471,0.32772,0.151263,-0.932587
img_924,-0.020456,0.026741,0.251936,0.030158,-0.995288,-0.092153,-0.950399,0,-0.311034,0.309569,0.096962,-0.94592
img_925,-0.004345,0.033387,0.251936,-0.449081,-0.861945,-0.235324,-0.838149,0.497644,-0.223287,0.309569,0.096962,-0.94592
img_926,0.012931,0.031086,0.251936,-0.80799,-0.497644,-0.31544,-0.501317,0.861945,-0.075711,0.309569,0.096962,-0.94592
img_927,0.026741,0.020456,0.251936,-0.950399,0,-0.311034,-0.030158,0.995288,0.092153,0.309569,0.096962,-0.94592
img_928,0.033387,0.004345,0.251936,-0.838149,0.497644,-0.223287,0.449081,0.861945,0.235324,0.309569,0.096962,-0.94592
img_929,0.031086,-0.012931,0.251936,-0.501317,0.861945,-0.075711,0.80799,0.497644,0.31544,0.309569,0.096962,-0.94592
img_930,-0.00343,0.009366,0.25398,0.039802,-0.986622,-0.158089,-0.969738,0,-0.244148,0.240881,0.163023,-0.956765
img_931,0.001713,0.009826,0.25398,-0.4504,-0.85444,-0.258983,-0.859719,0.493311,-0.132393,0.240881,0.163023,-0.956765
img_932,0.006397,0.007653,0.25398,-0.819917,-0.493311,-0.290483,-0.519338,0.85444,0.014835,0.240881,0.163023,-0.956765
img_933,0.009366,0.00343,0.25398,-0.969738,0,-0.244148,-0.039802,0.986622,0.158089,0.240881,0.163023,-0.956765
img_934,0.009826,-0.001713,0.25398,-0.859719,0.493311,-0.132393,0.4504,0.85444,0.258983,0.240881,0.163023,-0.956765
img_935,0.007653,-0.006397,0.25398,-0.519338,0.85444,0.014835,0.819917,0.493311,0.290483,0.240881,0.163023,-0.956765
img_936,-0.020888,0.020056,0.252521,0.027121,-0.995475,-0.091068,-0.958403,0,-0.285419,0.284128,0.09502,-0.954066
img_937,-0.008061,0.027813,0.252521,-0.455714,-0.862107,-0.221577,-0.843561,0.497738,-0.201647,0.284128,0.09502,-0.954066
img_938,0.006925,0.028118,0.252521,-0.816441,-0.497738,-0.292714,-0.502688,0.862107,-0.063843,0.284128,0.09502,-0.954066
img_939,0.020056,0.020888,0.252521,-0.958403,0,-0.285419,-0.027121,0.995475,0.091068,0.284128,0.09502,-0.954066
img_940,0.027813,0.008061,0.252521,-0.843561,0.497738,-0.201647,0.455714,0.862107,0.221577,0.284128,0.09502,-0.954066
img_941,0.028118,-0.006925,0.252521,-0.502688,0.862107,-0.063843,0.816441,0.497738,0.292714,0.284128,0.09502,-0.954066
img_942,-0.028474,0.023904,0.251442,0.019548,-0.997877,-0.062118,-0.953882,0,-0.300182,0.299545,0.065122,-0.951857
img_943,-0.012707,0.034939,0.251442,-0.460012,-0.864187,-0.203887,-0.83586,0.498939,-0.228906,0.299545,0.065122,-0.951857
img_944,0.006465,0.036612,0.251442,-0.816312,-0.498939,-0.291024,-0.49387,0.864187,-0.096295,0.299545,0.065122,-0.951857
img_945,0.023904,0.028474,0.251442,-0.953882,0,-0.300182,-0.019548,0.997877,0.062118,0.299545,0.065122,-0.951857
img_946,0.034939,0.012707,0.251442,-0.83586,0.498939,-0.228906,0.460012,0.864187,0.203887,0.299545,0.065122,-0.951857
img_947,0.036612,-0.006465,0.251442,-0.49387,0.864187,-0.096295,0.816312,0.498939,0.291024,0.299545,0.065122,-0.951857
img_948,0.001091,0.014246,0.253774,0.047535,-0.983535,-0.174355,-0.964787,0,-0.263032,0.258701,0.180718,-0.948902
img_949,0.008068,0.011791,0.253774,-0.441227,-0.851766,-0.282512,-0.859297,0.491767,-0.140615,0.258701,0.180718,-0.948902
img_950,0.012883,0.006178,0.253774,-0.811763,-0.491767,-0.31497,-0.52356,0.851766,0.01948,0.258701,0.180718,-0.948902
img_951,0.014246,-0.001091,0.253774,-0.964787,0,-0.263032,-0.047535,0.983535,0.174355,0.258701,0.180718,-0.948902
img_952,0.011791,-0.008068,0.253774,-0.859297,0.491767,-0.140615,0.441227,0.851766,0.282512,0.258701,0.180718,-0.948902
img_953,0.006178,-0.012883,0.253774,-0.52356,0.851766,0.01948,0.811763,0.491767,0.31497,0.258701,0.180718,-0.948902
img_954,0.027337,-0.019588,0.251941,0.995161,-0.010023,0.097743,0,-0.994783,-0.10201,0.098256,0.101516,-0.98997
img_955,0.013881,-0.030633,0.251941,0.861835,-0.506072,0.033643,-0.497581,-0.856496,-0.137215,0.098256,0.101516,-0.98997
img_956,-0.003295,-0.033469,0.251941,0.497581,-0.866519,-0.039471,-0.861835,-0.488711,-0.135653,0.098256,0.101516,-0.98997
img_957,-0.019588,-0.027337,0.251941,0,-0.994783,-0.10201,-0.995161,0.010023,-0.097743,0.098256,0.101516,-0.98997
img_958,-0.030633,-0.013881,0.251941,-0.497581,-0.856496,-0.137215,-0.861835,0.506072,-0.033643,0.098256,0.101516,-0.98997
img_959,-0.033469,0.003295,0.251941,-0.861835,-0.488711,-0.135653,-0.497581,0.866519,0.039471,0.098256,0.101516,-0.98997
img_960,-0.004558,-0.007573,0.254022,0.028226,-0.987343,-0.156067,-0.984036,0,-0.177971,0.175718,0.158599,-0.971581
img_961,-0.007734,-0.004279,0.254022,-0.467573,-0.855064,-0.224144,-0.866313,0.493672,-0.076094,0.175718,0.158599,-0.971581
img_962,-0.008837,0.000161,0.254022,-0.838087,-0.493672,-0.232161,-0.516462,0.855064,0.046173,0.175718,0.158599,-0.971581
img_963,-0.007573,0.004558,0.254022,-0.984036,0,-0.177971,-0.028226,0.987343,0.156067,0.175718,0.158599,-0.971581
img_964,-0.004279,0.007734,0.254022,-0.866313,0.493672,-0.076094,0.467573,0.855064,0.224144,0.175718,0.158599,-0.971581
img_965,0.000161,0.008837,0.254022,-0.516462,0.855064,0.046173,0.838087,0.493672,0.232161,0.175718,0.158599,-0.971581
img_966,-0.026366,0.03496,0.250375,0.025286,-0.997268,-0.069405,-0.939584,0,-0.342319,0.341383,0.073868,-0.937017
img_967,-0.005353,0.043459,0.250375,-0.447893,-0.863659,-0.231266,-0.826347,0.498634,-0.261754,0.341383,0.073868,-0.937017
img_968,0.017093,0.040313,0.250375,-0.80106,-0.498634,-0.331159,-0.49169,0.863659,-0.111053,0.341383,0.073868,-0.937017
img_969,0.03496,0.026366,0.250375,-0.939584,0,-0.342319,-0.025286,0.997268,0.069405,0.341383,0.073868,-0.937017
img_970,0.043459,0.005353,0.250375,-0.826347,0.498634,-0.261754,0.447893,0.863659,0.231266,0.341383,0.073868,-0.937017
img_971,0.040313,-0.017093,0.250375,-0.49169,0.863659,-0.111053,0.80106,0.498634,0.331159,0.341383,0.073868,-0.937017
img_972,-0.02948,-0.017827,0.25183,0.008385,-0.998138,-0.060425,-0.990509,0,-0.137446,0.13719,0.061004,-0.988664
img_973,-0.034444,-0.000699,0.25183,-0.487993,-0.864412,-0.121053,-0.861999,0.499069,-0.088819,0.13719,0.061004,-0.988664
img_974,-0.030179,0.016617,0.25183,-0.853614,-0.499069,-0.149244,-0.502516,0.864412,-0.016393,0.13719,0.061004,-0.988664
img_975,-0.017827,0.02948,0.25183,-0.990509,0,-0.137446,-0.008385,0.998138,0.060425,0.13719,0.061004,-0.988664
img_976,-0.000699,0.034444,0.25183,-0.861999,0.499069,-0.088819,0.487993,0.864412,0.121053,0.13719,0.061004,-0.988664
img_977,0.016617,0.030179,0.25183,-0.502516,0.864412,-0.016393,0.853614,0.499069,0.149244,0.13719,0.061004,-0.988664
img_978,-0.006609,0.016094,0.253579,0.040758,-0.988555,-0.14525,-0.962813,0,-0.270168,0.267076,0.15086,-0.951794
img_979,0.002324,0.017243,0.253579,-0.44611,-0.856114,-0.260874,-0.8542,0.494278,-0.161347,0.267076,0.15086,-0.951794
img_980,0.010634,0.013771,0.253579,-0.813442,-0.494278,-0.306597,-0.516704,0.856114,-0.009293,0.267076,0.15086,-0.951794
img_981,0.016094,0.006609,0.253579,-0.962813,0,-0.270168,-0.040758,0.988555,0.14525,0.267076,0.15086,-0.951794
img_982,0.017243,-0.002324,0.253579,-0.8542,0.494278,-0.161347,0.44611,0.856114,0.260874,0.267076,0.15086,-0.951794
img_983,0.013771,-0.010634,0.253579,-0.516704,0.856114,-0.009293,0.813442,0.494278,0.306597,0.267076,0.15086,-0.951794
img_984,-0.028686,0.007807,0.252431,0.015243,-0.997949,-0.06218,-0.971241,0,-0.238097,0.237609,0.064021,-0.969249
img_985,-0.020939,0.021104,0.252431,-0.47242,-0.864249,-0.172898,-0.848741,0.498974,-0.175108,0.237609,0.064021,-0.969249
img_986,-0.007582,0.028747,0.252431,-0.833498,-0.498974,-0.237288,-0.498822,0.864249,-0.065199,0.237609,0.064021,-0.969249
img_987,0.007807,0.028686,0.252431,-0.971241,0,-0.238097,-0.015243,0.997949,0.06218,0.237609,0.064021,-0.969249
img_988,0.021104,0.020939,0.252431,-0.848741,0.498974,-0.175108,0.47242,0.864249,0.172898,0.237609,0.064021,-0.969249
img_989,0.028747,0.007582,0.252431,-0.498822,0.864249,-0.065199,0.833498,0.498974,0.237288,0.237609,0.064021,-0.969249
img_990,-0.027463,-0.027167,0.251223,0.006939,-0.997601,-0.068876,-0.994964,0,-0.100232,0.099992,0.069224,-0.992577
img_991,-0.037367,-0.009795,0.251223,-0.491473,-0.863948,-0.109764,-0.865133,0.498801,-0.052366,0.099992,0.069224,-0.992577
img_992,-0.037259,0.010201,0.251223,-0.858195,-0.498801,-0.121242,-0.503491,0.863948,0.009532,0.099992,0.069224,-0.992577
img_993,-0.027167,0.027463,0.251223,-0.994964,0,-0.100232,-0.006939,0.997601,0.068876,0.099992,0.069224,-0.992577
img_994,-0.009795,0.037367,0.251223,-0.865133,0.498801,-0.052366,0.491473,0.863948,0.109764,0.099992,0.069224,-0.992577
img_995,0.010201,0.037259,0.251223,-0.503491,0.863948,0.009532,0.858195,0.498801,0.121242,0.099992,0.069224,-0.992577
img_996,0.027043,-0.001775,0.252727,0.995076,-0.017146,0.097625,0,-0.984924,-0.172988,0.099119,0.172136,-0.980074
img_997,0.022532,-0.015059,0.252727,0.861761,-0.507311,-0.001949,-0.497538,-0.844396,-0.198624,0.099119,0.172136,-0.980074
img_998,0.011984,-0.024307,0.252727,0.497538,-0.861542,-0.101,-0.861761,-0.477613,-0.171039,0.099119,0.172136,-0.980074
img_999,-0.001775,-0.027043,0.252727,0,-0.984924,-0.172988,-0.995076,0.017146,-0.097625,0.099119,0.172136,-0.980074
